

央视频道,#genre#
CCTV-13新闻,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EqHPe9pEEWJ00hz1ArnRZVA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND

CCTV13,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226717/1.m3u8


凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰资讯,http://cdn3.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx

凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰中文,http://z.b.bkpcp.top/m.php?id=fhzw
凤凰资讯,http://z.b.bkpcp.top/m.php?id=fhzx



翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4 
 

翡翠台4K,https://live.hkdvb.com/hls/live/800.m3u8?token=713733171368472&edge=edge1.hkdvb.com

明珠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=mzt2

Pearl 明珠台,https://live.hkdvb.com/hls/live/84.m3u8?token=713733171368472&edge=edge1.hkdvb.com

无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
TVB无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
无线新闻台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=wxxwt
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新聞台,https://live.hkdvb.com/hls/live/83.m3u8?token=713733171368472&edge=edge1.hkdvb.com

Now NEWS 新聞台,https://live.hkdvb.com/hls/live/332.m3u8?token=713733171368472&edge=edge1.hkdvb.com

HOY TV,https://live.hkdvb.com/hls/live/77.m3u8?token=713733171368472&edge=edge1.hkdvb.com
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY TV 资讯台,https://live.hkdvb.com/hls/live/78.m3u8?token=713733171368472&edge=edge1.hkdvb.com
HOY 国际财经,https://live.hkdvb.com/hls/live/76.m3u8?token=713733171368472&edge=edge1.hkdvb.com
VIUTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
ViuTV,https://live.hkdvb.com/hls/live/99.m3u8?token=713733171368472&edge=edge1.hkdvb.com

ViuTV Six,https://live.hkdvb.com/hls/live/96.m3u8?token=713733171368472&edge=edge1.hkdvb.com
港台电视 31,https://live.hkdvb.com/hls/live/31.m3u8?token=713733171368472&edge=edge1.hkdvb.com
港台电视 32,https://live.hkdvb.com/hls/live/32.m3u8?token=713733171368472&edge=edge1.hkdvb.com

TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8



非凡新聞HD,rtmp://f13h.mine.nu/sat/tv581
TAIWAN PLUS,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8

NHK WORLD JAPAN,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
CNA亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8#https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8

CNN News(美國有線電視新聞網),http://fortv.cc:8080/9bkEhY/284787/57398
CNBC(美國全國廣播公司商業頻道英語),http://125.227.210.55:8152/VideoInput/play.ts
NHK_world,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8#https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8#https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8
全天新闻,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
BBC News(英國廣播公司新聞頻道),https://vs-hls-push-ww-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/mobile_wifi_main_sd_abr_v2.m3u8
BBC News(英國廣播公司新聞頻道),http://81.137.213.119:4200/bysid/4352
BBC News(英國廣播公司新聞頻道),https://vs-hls-push-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/mobile_wifi_main_sd_abr_v2.m3u8
BBC News(英國廣播公司新聞頻道),https://vs-cmaf-push-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/iptv_hd_abr_v1.mpd
BBC News(英國廣播公司新聞頻道),https://vs-hls-push-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/t=3840/v=pv14/b=5070016/main.m3u8

CNN News(美國有線電視新聞網),https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_4_1064000.m3u8
CNN News(美國有線電視新聞網),https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_3_1464000.m3u8
CNN News(美國有線電視新聞網),https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_2_1964000.m3u8
CNN News(美國有線電視新聞網),https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
CNN News(美國有線電視新聞網),https://cnn-cnninternational-1-eu.rakuten.wurl.tv/a34479f36e18de8ab839234f2a59ab7c.m3u8
KCTV(朝鮮勞動黨中央電視台),https://tv.nknews.org/tvdash/stream.mpd?checkedby:iptvcat.net
KCTV(朝鮮勞動黨中央電視台),https://tv.nknews.org/tvdash/stream.mpd?checkedby:iptvcat.com
KCTV(朝鮮勞動黨中央電視台),https://tv.nknews.org/tvdash/stream.mpd

KCTV(高畫質測試),video://https://m.twitch.tv/chuo_tv

VOA中文台(美國VOA衛視華語頻道),https://voa-ingest.akamaized.net/hls/live/2033878/tvmc08/playlist.m3u8
VOA Farsi(美國VOA衛視波斯語頻道),https://voa-ingest.akamaized.net/hls/live/2033876/tvmc07/playlist_1080.m3u8
VOA Farsi(美國VOA衛視波斯語頻道),https://voa-ingest.akamaized.net/hls/live/2033874/tvmc06/playlist.m3u8
 FOX News(美國福克斯新聞台),http://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
Live Now FOX（美國福克斯新聞直播頻道）,https://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8

Bloomberg(美國彭博財經頻道),https://liveprodusphoenixeast.akamaized.net/USPhx-HD/Channel-TX-USPhx-AWS-virginia-1/Source-USPhx-16k-1-s6lk2-BP-07-02-81ykIWnsMsg_live.m3u8

NBC News(美國環球新聞頻道),https://nbcnews2.akamaized.net/hls/live/723426/NBCNewsPlaymaker24x7Linear99a3a827-ua/VIDEO_0_6596000.m3u8
ABC News(美國廣播公司新聞頻道),https://abc-iview-mediapackagestreams-2.akamaized.net/out/v1/6e1cc6d25ec0480ea099a5399d73bc4b/index_45.m3u8

CBN News(美國基督教廣播網新聞頻道),https://bcovlive-a.akamaihd.net/re8d9f611ee4a490a9bb59e52db91414d/us-east-1/734546207001/playlist.m3u8



ABC News Live(美國廣播公司新聞直播頻道),http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6508be683a0d700008c534e4/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c265962-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&sid=99b21a01-5948-4846-8087-2fee1b5f0a3d&serverSideAds=false&checkedby:iptvcat.com
ABC News Live(美國廣播公司新聞直播頻道),http://cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv/stitch/hls/channel/6508be683a0d700008c534e4/master.m3u8?appName=web&appVersion=unknown&clientTime=0&deviceDNT=0&deviceId=6c265962-30d3-11ef-9cf5-e9ddff8ff496&deviceMake=Chrome&deviceModel=web&deviceType=web&deviceVersion=unknown&includeExtendedEvents=false&serverSideAds=false&sid=99b21a01-5948-4846-8087-2fee1b5f0a3d&checkedby:iptvcat.com
ABC News(美國廣播公司新聞頻道),https://abcnews-streams.akamaized.net/hls/live/2023560/abcnews1/master.m3u8
日テレ 24News(日本電視24小時新聞台),https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8
日テレ 24News(日本電視24小時新聞台),Video://https://news.ntv.co.jp/live





ABC News(澳大利亞全國廣播公司新聞頻道),https://content-aapm1.uplynk.com/channel/3324f2467c414329b3b0cc5cd987b6be/b.m3u8?rays=hjigfedcba&ad.flex=15&ad.access_level=0&expand=drmOff&v=3&ad=abcnews_live&ad.pp=datg-live-vdms&ad.v=2&ad.is_lat=0&ad.npa=0&ad.tfcd=0&ad.vast3=1&ad.vid=$program_id&ad.description_url=https://abcnews.go.com/&ad.ppid=eb16dcd47de94e1f8a125ea0b7b43333&ad.us_privacy=&prbd.server=drax&ad.prbd=drax&ad.rdp=0&ad.cust_params=chan%3Dabc%26beacTyp%3Dssai%26stp%3Dvdms%26ait%3Dssai%26vdm%3Dlive%26var%3D16x9%26accesslevel%3D0%26isAuth%3D0%26lang%3Den%26aff%3Dabc%26swid%3Deb16dcd4-7de9-4e1f-8a12-5ea0b7b43333%26tag%3D%26objid%3Dabc_live11%26refDomain%3Dhttps%3A%2F%2Fabcnews.go.com%2FLive%26plt%3Dmobile%20web%26d_us_privacy%3D&ad.adUnit=/abc-news/abcnews.com/web/video&ad.paln=AQzzBGQE3JYCbFvfGjY3eUQ9yZC4Eq_U01L_PMXwSVpaLiMBsm6ANC7pyGTiMzzq2nWwKn1f3QWgntkk2c5xWTO5k3Oa5NftQDhsZUWU8JNJEY2K4ByxlnNHqk4wOPqeu60nxlaPh2yX4bFs37dDN18ZjBJhCFpmBGXX4u7WITpiXKs8C5PHDz1nOIwcvQBa0sSWiMG9ezkdMYhgarJ_eF92vUu4J_Tc7_STHX75I_6dkaSZfQsQlvviKlJeDBaSJJ49LKrhs_8pKqXc5cDZMaJnqa5iSrbIEfYh6O5crzkYxCjSKuqBAwBMw88laom-2M7f4nUtzvMlcAkhHUQgSej4BZjS5kvlDWig24xpyxGYExHH6bB57BeydHsBRG3emNNYbfv-CtsupY7GaGABHMTqimJw7zapbudoqqJ2pHNTKb5qSSdsx7C3kvGlXtoMwbzrrAg3YqwX2Wae_EhYDAN7hazhNUzelHOqtH5ViMaPQ6wKlHyNfm7WzVkTtbM8uU77xFL9EkuzCWbMyLhWAHlesHZ3AZYiifugP0SNgnmKkzqL9_m63mEqq0HKDOkMlRLt3DKtZ4Y4muXgpjdpE1JTEIoVMb7mWrCPMa40nxpcXtcMmIHJIbZ09ka0XeDI2EBALWhBbsUJQ2x4K6zL14p9XhUv-UYbsiApYh9VbH4Wy5wzflmJFYXFFYZof8QVwhBLSK6l4dEyWpuz6_-Tc-j-8wxCU2Sdg2gb3t9qDoYMb9cd-0q-ppbuZvlIVAvkuUKQ5kk0GMeu_suo8-bF364OGOg5qvq52VXF74i_45PADSw-aviMwPgYH8i-o8Yjej5gFYD2Snw3GBv1huvKXi1nJS6QylYlBUIT2-IwT3oQzpPNueWbEPbcrttGFYQzn6Te9VYtJ8qRQmoDs1LnQX0awWby4Jgf_XkrfOwYIQ..&pbs=030dc8670a504de6be57917afdc9a9e4



Cna News(新加坡亞洲新聞台),http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8

电影频道,#genre#

粤语电影1,https://diyp1111.112114.xyz/douyu/5033502
粤语电影2,https://diyp1111.112114.xyz/douyu/6566671
粤语电影3,https://diyp1111.112114.xyz/douyu/1226741
粤语电影4,http://b.mtw.so/6aDlqB
美亚电影,https://live.hkdvb.com/hls/live/201.m3u8?token=713733171368472
美亚电影2,http://go1.bkpcp.top/tl/null-5


NOW爆谷台,https://live.hkdvb.com/hls/live/133.m3u8?token=713733171368472




星影台,https://live.hkdvb.com/hls/live/138.m3u8?token=713733171368472&edge=edge1.hkdvb.com

粵語片台,https://live.hkdvb.com/hls/live/200.m3u8?token=713733171368472&edge=edge1.hkdvb.com
CCTV6,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226699/1.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$可回放
CCTV6,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226453/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ex56LEwufYqPdJkUNYhbNCw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOH2PzEhAK60LI_FWtVxfVS%2CEND

北京淘电影,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EXOsrWMA-UCdUl1hQSR9EKw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNg3bzRax0E9tLmO9xgXVx8%2CEND
北京IPTV 4K超清,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~e2qS8h6u-xp3gd50vNr1sw~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPPFD3HVWEytEVyliOxehfe%2CEND
















amc电影台,http://61.221.215.25:8800/hls/43/index.m3u8
龙华洋片，http://50.7.234.10:8278/lunghuajingdian_twn/playlist.m3u8?tid=MC2C7597780175977801&ct=19249&tsum=b7602981567d8f0171e8de29154f5014
好莱坞电影,http://50.7.234.10:8278/hollywoodmovies_twn/playlist.m3u8?tid=MA8A4005638840056388&ct=18392&tsum=a1f1517d4ea64fd01267905f21d83859
HBOHD,http://50.7.234.10:8278/hbohd_twn/playlist.m3u8?tid=MBBB7425808074258080&ct=19193&tsum=a0bdd395bfc4cf07d9414d5372f59ad2
美亚高清电影台,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b

CHC影迷电影,http://60.16.18.243:4949/hls/28/index.m3u8
CHC家庭影院,http://60.16.18.243:4949/hls/29/index.m3u8

CHC影迷电影,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=
CHC动作电影,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=

CHC家庭电影,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=

动作电影,http://39.135.133.167:80/TVOD/88888888/224/3221225555/main.m3u8
动作电影,http://39.135.133.167:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
动作电影,http://39.135.133.157:80/PLTV/88888888/224/3221225555/1.m3u8



黑莓电影,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8




超级电影,http://39.134.65.164/PLTV/88888888/224/3221225644/1.m3u8
超级电影,http://39.134.65.179/PLTV/88888888/224/3221225644/1.m3u8
超级电影,http://39.134.65.173/PLTV/88888888/224/3221225644/1.m3u8
超级电影,http://39.134.65.175/PLTV/88888888/224/3221225644/1.m3u8





惊悚悬疑,http://39.135.133.157:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8









斗鱼電影4K,https://diyp1.112114.xyz/douyu/9249162
豆瓣高分,https://diyp1111.112114.xyz/douyu/8770422

体育频道,#genre#

八段锦1,https://vd4.bdstatic.com/mda-phs3ky6piyqt1fn2/sc/cae_h264/1693230067699248200/mda-phs3ky6piyqt1fn2.mp4
八段锦2,https://sns-video-al.xhscdn.com/01e38d67512b8a510183700384e05fd171_259.mp4

CCTV5,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226731/1.m3u8
CCTV5+,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226711/1.m3u8
CCTV16,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226825/1.m3u8?$8M1080



Now Sports 英超1台,https://live.hkdvb.com/hls/live/621.m3u8?token=713733171368472&edge=edge1.hkdvb.com
Now Sports Prime,https://live.hkdvb.com/hls/live/630.m3u8?token=713733171368472&edge=edge1.hkdvb.com
Now Sports 632,https://live.hkdvb.com/hls/live/632.m3u8?token=713733171368472&edge=edge1.hkdvb.com
Now Sports 641,https://live.hkdvb.com/hls/live/641.m3u8?token=713733171368472&edge=edge1.hkdvb.com
Now Sports 642,https://live.hkdvb.com/hls/live/642.m3u8?token=713733171368472&edge=edge1.hkdvb.com

睛彩篮球,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕体育1,http://39.134.65.106/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频1_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226909/1.m3u8
西甲2_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226912/1.m3u8
咪咕视频3_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226918/1.m3u8
咪咕视频4_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226929/1.m3u8
咪咕视频5_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226930/1.m3u8
英超4,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226933/1.m3u8
咪咕视频7_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226935/1.m3u8
咪咕视频8_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226948/1.m3u8
咪咕视频9_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226951/1.m3u8
英超1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226952/1.m3u8
咪咕视频10_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226954/1.m3u8
咪咕视频11_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226966/1.m3u8
咪咕视频12_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226969/1.m3u8
咪咕视频13_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226982/1.m3u8
咪咕视频14_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226985/1.m3u8
咪咕视频15_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226988/1.m3u8
咪咕视频16_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226992/1.m3u8
咪咕视频17_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226994/1.m3u8
咪咕视频18_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226995/1.m3u8
咪咕视频19_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221227024/1.m3u8
咪咕视频20_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221227027/1.m3u8
咪咕视频21_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221227030/1.m3u8
咪咕视频22_8M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221227036/1.m3u8
咪咕视频23_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227791/1.m3u8
咪咕视频24_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227836/1.m3u8
咪咕视频25_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227879/1.m3u8
咪咕视频26_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227883/1.m3u8
咪咕视频27_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227887/1.m3u8
咪咕视频28_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227941/1.m3u8
咪咕视频29_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227942/1.m3u8
咪咕视频30_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227946/1.m3u8
咪咕视频31_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227948/1.m3u8
咪咕视频32_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227949/1.m3u8
咪咕视频33_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227950/1.m3u8
咪咕视频34_8M1080,http://120.196.232.124:8088/PLTV/13/224/3221227958/1.m3u8
咪咕视频35_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226855/1.m3u8
咪咕视频36_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226860/1.m3u8
英超2_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226915/1.m3u8
咪咕视频38_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226921/1.m3u8
咪咕视频39_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226924/1.m3u8
咪咕视频40_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226926/1.m3u8
咪咕视频41_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226927/1.m3u8
英超3_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226932/1.m3u8
咪咕视频43_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226936/1.m3u8
咪咕视频44_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226941/1.m3u8
咪咕视频45_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226944/1.m3u8
咪咕视频46_5M1080,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226947/1.m3u8
